gas_totalprice,gas_totaltax,gas_vat
8.70181467893686,5.08159406823412,1.46137345753138
8.99369657886108,4.98943591124095,1.49365278871544
10.6335392654327,5.50307153359321,1.77703351605614
10.9206687785441,5.49816580536399,1.81590797241379
10.4425643854095,5.02874033310392,1.74420272814866
10.2958582969543,5.07483481979696,1.71249570050761
10.2436355866189,5.15131002628435,1.7105495125448
9.5410860012938,4.85423673750036,1.58088169612081
8.26014671211622,4.99773582581822,1.37090670222097
8.14054283220175,5.21952452182347,1.35675713870029
8.03506353690723,5.37167189897523,1.331695818966
8.27246329989428,5.18102372761545,1.37397314323504
8.16419322875203,4.97548476230343,1.36069887145867
8.99569065966896,5.85982212838111,1.50149637303189
9.31043984486479,6.58353277733117,1.55823261001921
9.59725291040098,6.63936940759222,1.72648994155362
9.59224213851697,6.57431739258669,1.72810628605136
9.91188720831786,6.58755512365392,1.85771498848867
10.150389516685,7.31407377777778,1.89490030216355
10.3435176360386,7.68409216875224,1.92984856918127
10.0351138125874,7.62990878181818,1.87582976083916
10.3877663837975,7.75709827361502,1.94489565410927
11.5273001736249,7.9175212166998,2.15932396819085
10.1535119132099,6.86076717388947,1.9692942813942
9.36597847444512,6.5540943119164,1.80838646883818
9.55679953021382,6.57858665633716,1.84608400743725
10.132907363941,6.75188717136347,1.95957026176413
10.81,6.97,2.16
11.1991325629454,7.01655949406176,2.2378720391924
11.3430675436321,7.09305592334906,2.27055415330189
11.727596104853,7.14504260295672,2.34738965097138
10.8714665380142,7.02801877204959,2.17795373404662
11.3384354708738,7.09434023945923,2.26947408164061
12.0679276805146,7.26898567890646,2.41711416992763
13.0444374096353,7.49901841682193,2.6106395890338
12.6363183507432,7.41193418536467,2.53069512116039
12.4255184408685,7.36451566590038,2.4884664807152
11.297501209,7.051681381,2.262791575
10.767157136649,6.88939131916948,2.15343142732979
